Date,Location,Event_Category,Casualty_Count,Age,Gender,Reaction_Text,Label_Status,Severity_Score
2024-07-22,Kerala,Disease Outbreak,49,18,Male,Hearing about this incident today. Very unfortunate.,Neutral,0
2024-06-02,Hyderabad,Industrial Accident,24,19,Male,This situation scares me a lot. I don’t feel safe anymore.,Anxious,2
2024-08-28,Hyderabad,Heatwave,16,24,Female,I can’t relax after hearing this. My mind is constantly racing.,Anxious,2
2024-06-09,Delhi,Heatwave,37,47,Female,This is overwhelming. I don’t know how people are coping.,Stressed,1
2024-07-14,Assam,Cyclone,96,30,Male,"Sad incident, praying for everyone affected.",Neutral,0
2024-06-30,Chennai,Train Accident,27,19,Male,This is unfortunate news. Hope things improve soon.,Neutral,0
2024-08-31,Himachal Pradesh,Flood,48,34,Male,Life feels very heavy after this happened. I don’t feel motivated at all.,Depressed,3
2024-08-23,Delhi,Flood,88,25,Female,I feel completely drained after hearing this news. Nothing feels normal anymore.,Depressed,3
2024-06-16,Odisha,Heatwave,60,27,Male,Hearing about this incident today. Very unfortunate.,Neutral,0
2024-07-24,Himachal Pradesh,Road Accident,84,51,Female,Life feels very heavy after this happened. I don’t feel motivated at all.,Depressed,3
2024-09-15,Mumbai,Industrial Accident,92,25,Female,I’m feeling uneasy and nervous since this incident.,Anxious,2
2024-08-03,Chennai,Air Pollution,25,34,Male,I feel completely drained after hearing this news. Nothing feels normal anymore.,Depressed,3
2024-07-08,Kolkata,Flood,70,49,Male,This adds so much pressure to daily life.,Stressed,1
2024-07-01,Delhi,Flood,85,23,Male,This was unexpected. Hope authorities handle it well.,Neutral,0
2024-06-12,Odisha,Road Accident,92,24,Female,"Sad incident, praying for everyone affected.",Neutral,0
2024-07-08,Bengaluru,Disease Outbreak,6,24,Male,I’m feeling uneasy and nervous since this incident.,Anxious,2
2024-07-17,Himachal Pradesh,Cyclone,54,25,Male,Life feels very heavy after this happened. I don’t feel motivated at all.,Depressed,3
2024-09-18,Kolkata,Train Accident,42,40,Female,I feel completely drained after hearing this news. Nothing feels normal anymore.,Depressed,3
2024-07-18,Hyderabad,Train Accident,14,43,Female,So much stress after hearing this. Too many things going wrong.,Stressed,1
2024-09-15,Kerala,Disease Outbreak,102,44,Male,This was unexpected. Hope authorities handle it well.,Neutral,0
2024-08-29,Punjab,Flood,120,28,Male,This incident just made my heart sink. I can’t stop overthinking.,Depressed,3
2024-09-11,Uttarakhand,Disease Outbreak,23,42,Female,Hearing about this incident today. Very unfortunate.,Neutral,0
2024-08-01,Assam,Road Accident,113,44,Female,This incident just made my heart sink. I can’t stop overthinking.,Depressed,3
2024-07-04,Himachal Pradesh,Cyclone,1,51,Male,I feel completely drained after hearing this news. Nothing feels normal anymore.,Depressed,3
2024-07-26,Himachal Pradesh,Building Fire,61,40,Female,So much stress after hearing this. Too many things going wrong.,Stressed,1
2024-06-02,Himachal Pradesh,Train Accident,64,48,Female,This news is making me very anxious. I keep worrying about my family.,Anxious,2
2024-09-05,Assam,Cyclone,30,39,Female,This news is making me very anxious. I keep worrying about my family.,Anxious,2
2024-08-10,Himachal Pradesh,Landslide,51,33,Male,This incident just made my heart sink. I can’t stop overthinking.,Depressed,3
2024-09-11,Uttarakhand,Disease Outbreak,11,49,Female,Hearing about this incident today. Very unfortunate.,Neutral,0
2024-08-03,Punjab,Flood,13,43,Female,So much stress after hearing this. Too many things going wrong.,Stressed,1
2024-09-14,Mumbai,Air Pollution,79,37,Male,I feel completely drained after hearing this news. Nothing feels normal anymore.,Depressed,3
2024-07-17,Delhi,Building Fire,108,47,Female,This was unexpected. Hope authorities handle it well.,Neutral,0
2024-08-31,Assam,Road Accident,12,32,Male,This was unexpected. Hope authorities handle it well.,Neutral,0
2024-09-15,Himachal Pradesh,Heatwave,70,51,Female,My stress levels are very high after reading about this.,Stressed,1
2024-09-23,Kolkata,Disease Outbreak,17,44,Male,I feel completely drained after hearing this news. Nothing feels normal anymore.,Depressed,3
2024-06-25,Mumbai,Landslide,27,47,Male,This is overwhelming. I don’t know how people are coping.,Stressed,1
2024-09-05,Kerala,Flood,118,55,Male,So much stress after hearing this. Too many things going wrong.,Stressed,1
2024-08-24,Uttarakhand,Industrial Accident,17,49,Male,Hearing about this incident today. Very unfortunate.,Neutral,0
2024-09-16,Uttarakhand,Disease Outbreak,118,50,Male,I feel numb reading about this. Everything feels pointless.,Depressed,3
2024-06-14,Kerala,Air Pollution,77,38,Female,I can’t relax after hearing this. My mind is constantly racing.,Anxious,2
2024-07-06,Kerala,Cyclone,37,46,Male,"Sad incident, praying for everyone affected.",Neutral,0
2024-08-17,Punjab,Industrial Accident,38,53,Female,I’m feeling uneasy and nervous since this incident.,Anxious,2
2024-06-27,Uttarakhand,Heatwave,87,40,Male,I can’t relax after hearing this. My mind is constantly racing.,Anxious,2
2024-08-30,Mumbai,Cyclone,71,48,Female,This situation scares me a lot. I don’t feel safe anymore.,Anxious,2
2024-09-12,Delhi,Industrial Accident,13,19,Female,This adds so much pressure to daily life.,Stressed,1
2024-08-25,Delhi,Building Fire,34,28,Female,This news is making me very anxious. I keep worrying about my family.,Anxious,2
2024-09-16,Delhi,Heatwave,26,52,Male,This is overwhelming. I don’t know how people are coping.,Stressed,1
2024-06-14,Uttarakhand,Industrial Accident,110,32,Female,This adds so much pressure to daily life.,Stressed,1
2024-08-28,Himachal Pradesh,Flood,118,42,Female,This situation scares me a lot. I don’t feel safe anymore.,Anxious,2
2024-08-10,Delhi,Flood,95,34,Male,This was unexpected. Hope authorities handle it well.,Neutral,0
2024-09-25,Himachal Pradesh,Cyclone,96,55,Male,"Sad incident, praying for everyone affected.",Neutral,0
2024-07-28,Kolkata,Road Accident,23,29,Male,This situation scares me a lot. I don’t feel safe anymore.,Anxious,2
2024-07-25,Bengaluru,Industrial Accident,33,26,Male,This is unfortunate news. Hope things improve soon.,Neutral,0
2024-07-13,Assam,Train Accident,5,27,Female,So much stress after hearing this. Too many things going wrong.,Stressed,1
2024-08-02,Uttarakhand,Industrial Accident,45,22,Female,Life feels very heavy after this happened. I don’t feel motivated at all.,Depressed,3
2024-08-06,Mumbai,Industrial Accident,20,44,Female,I can’t relax after hearing this. My mind is constantly racing.,Anxious,2
2024-06-29,Chennai,Cyclone,42,41,Female,Life feels very heavy after this happened. I don’t feel motivated at all.,Depressed,3
2024-08-11,Himachal Pradesh,Flood,14,40,Female,I’m feeling uneasy and nervous since this incident.,Anxious,2
2024-06-06,Himachal Pradesh,Cyclone,48,25,Female,I can’t relax after hearing this. My mind is constantly racing.,Anxious,2
2024-06-04,Odisha,Cyclone,65,50,Female,My stress levels are very high after reading about this.,Stressed,1
2024-07-08,Himachal Pradesh,Building Fire,41,50,Male,This is unfortunate news. Hope things improve soon.,Neutral,0
2024-09-07,Odisha,Industrial Accident,0,22,Male,This incident just made my heart sink. I can’t stop overthinking.,Depressed,3
2024-09-15,Mumbai,Building Fire,68,45,Male,I’m feeling uneasy and nervous since this incident.,Anxious,2
2024-07-29,Punjab,Cyclone,4,23,Male,This news is making me very anxious. I keep worrying about my family.,Anxious,2
2024-09-10,Bengaluru,Industrial Accident,9,54,Male,This incident just made my heart sink. I can’t stop overthinking.,Depressed,3
2024-07-20,Assam,Landslide,55,38,Male,This adds so much pressure to daily life.,Stressed,1
2024-08-08,Delhi,Air Pollution,8,55,Male,This is unfortunate news. Hope things improve soon.,Neutral,0
2024-09-27,Odisha,Road Accident,37,37,Male,Life feels very heavy after this happened. I don’t feel motivated at all.,Depressed,3
2024-07-19,Kerala,Flood,60,28,Male,This adds so much pressure to daily life.,Stressed,1
2024-09-10,Odisha,Heatwave,81,27,Female,I’m feeling uneasy and nervous since this incident.,Anxious,2
2024-08-10,Odisha,Train Accident,15,20,Male,So much stress after hearing this. Too many things going wrong.,Stressed,1
2024-07-10,Chennai,Cyclone,27,44,Male,This is unfortunate news. Hope things improve soon.,Neutral,0
2024-06-29,Uttarakhand,Heatwave,24,25,Male,I can’t relax after hearing this. My mind is constantly racing.,Anxious,2
2024-08-22,Odisha,Road Accident,37,22,Female,I feel numb reading about this. Everything feels pointless.,Depressed,3
2024-09-01,Uttarakhand,Disease Outbreak,42,40,Male,This incident just made my heart sink. I can’t stop overthinking.,Depressed,3
2024-07-07,Uttarakhand,Road Accident,115,30,Female,This news is making me very anxious. I keep worrying about my family.,Anxious,2
2024-07-13,Uttarakhand,Heatwave,88,55,Male,Hearing about this incident today. Very unfortunate.,Neutral,0
2024-07-25,Kolkata,Flood,40,33,Male,My stress levels are very high after reading about this.,Stressed,1
2024-09-16,Hyderabad,Train Accident,86,39,Female,This was unexpected. Hope authorities handle it well.,Neutral,0
2024-07-16,Bengaluru,Disease Outbreak,70,24,Male,Hearing about this incident today. Very unfortunate.,Neutral,0
2024-09-18,Kolkata,Industrial Accident,25,34,Male,Life feels very heavy after this happened. I don’t feel motivated at all.,Depressed,3
2024-09-17,Odisha,Flood,104,55,Female,I feel completely drained after hearing this news. Nothing feels normal anymore.,Depressed,3
2024-08-10,Bengaluru,Industrial Accident,114,52,Female,This news is making me very anxious. I keep worrying about my family.,Anxious,2
2024-07-21,Chennai,Air Pollution,93,36,Male,This situation scares me a lot. I don’t feel safe anymore.,Anxious,2
